# FTIR of PMMA (transmittance). C=O stretch at 1730 cm-1. Synthetic.
wavenumber_cm-1,transmittance_pct
2018.0,95.697
2020.0,95.616
2022.0,95.5
2024.0,95.468
2026.0,95.556
2028.0,95.66
2030.0,95.653
2032.0,95.864
2034.0,95.468
2036.0,95.615
2038.0,95.458
2040.0,95.64
2042.0,95.542
2044.0,95.433
2046.0,95.324
2048.0,95.407
2050.0,95.559
2052.0,95.743
2054.0,95.639
2056.0,95.343
2058.0,95.449
2060.0,95.527
2062.0,95.501
2064.0,95.528
2066.0,95.633
2068.0,95.546
2070.0,95.409
2072.0,95.223
2074.0,95.459
2076.0,95.257
2078.0,95.484
2080.0,95.554
2082.0,95.304
2084.0,95.482
2086.0,95.45
2088.0,95.785
2090.0,95.567
2092.0,95.214
2094.0,95.562
2096.0,95.557
2098.0,95.464
2100.0,95.437
2102.0,95.582
2104.0,95.591
2106.0,95.557
2108.0,95.341
2110.0,95.452
2112.0,95.255
2114.0,95.264
2116.0,95.404
2118.0,95.329
2120.0,95.425
2122.0,95.858
2124.0,95.56
2126.0,95.352
2128.0,95.16
2130.0,95.358
2132.0,95.268
2134.0,95.153
2136.0,95.59
2138.0,95.409
2140.0,95.547
2142.0,95.944
2144.0,95.521
2146.0,95.498
2148.0,95.533
2150.0,95.441
2152.0,95.356
2154.0,95.449
2156.0,95.652
2158.0,95.44
2160.0,95.275
2162.0,95.294
2164.0,95.327
2166.0,95.483
2168.0,95.554
2170.0,95.555
2172.0,95.661
2174.0,95.453
2176.0,95.61
2178.0,95.535
2180.0,95.593
2182.0,95.212
2184.0,95.676
2186.0,95.258
2188.0,95.322
2190.0,95.609
2192.0,95.435
2194.0,95.759
2196.0,95.518
2198.0,95.341
2200.0,95.519
2202.0,95.435
2204.0,95.729
2206.0,95.741
2208.0,95.607
2210.0,95.436
2212.0,95.51
2214.0,95.655
2216.0,95.377
2218.0,95.378
2220.0,95.625
2222.0,95.608
2224.0,95.463
2226.0,95.458
2228.0,95.205
2230.0,95.675
2232.0,95.48
2234.0,95.284
2236.0,95.329
2238.0,95.364
2240.0,95.754
2242.0,95.602
2244.0,95.298
2246.0,95.777
2248.0,95.7
2250.0,95.34
2252.0,95.1
2254.0,95.643
2256.0,95.409
2258.0,95.479
2260.0,95.421
2262.0,95.688
2264.0,95.721
2266.0,95.621
2268.0,95.477
2270.0,95.539
2272.0,95.592
2274.0,95.263
2276.0,95.686
2278.0,95.451
2280.0,95.539
2282.0,95.52
2284.0,95.636
2286.0,95.66
2288.0,95.831
2290.0,95.447
2292.0,95.365
2294.0,95.521
2296.0,95.403
2298.0,95.631
2300.0,95.381
2302.0,95.522
2304.0,95.643
2306.0,95.654
2308.0,95.533
2310.0,95.714
2312.0,95.696
2314.0,95.248
2316.0,95.557
2318.0,95.53
2320.0,95.459
2322.0,95.408
2324.0,95.511
2326.0,95.562
2328.0,95.546
2330.0,95.709
2332.0,95.653
2334.0,95.416
2336.0,95.391
2338.0,95.632
2340.0,95.4
2342.0,95.53
2344.0,95.576
2346.0,95.659
2348.0,95.582
2350.0,95.722
2352.0,95.436
2354.0,95.606
2356.0,95.407
2358.0,95.533
2360.0,95.524
2362.0,95.366
2364.0,95.115
2366.0,95.649
2368.0,95.56
2370.0,95.527
2372.0,95.4
2374.0,95.456
2376.0,95.574
2378.0,95.508
2380.0,95.679
2382.0,95.523
2384.0,95.382
2386.0,95.597
2388.0,95.41
2390.0,95.538
2392.0,95.233
2394.0,95.452
2396.0,95.588
2398.0,95.407
2400.0,95.5
2402.0,95.592
2404.0,95.514
2406.0,95.772
2408.0,95.465
2410.0,95.477
2412.0,95.479
2414.0,95.207
2416.0,95.273
2418.0,95.583
2420.0,95.454
2422.0,95.712
2424.0,95.492
2426.0,95.478
2428.0,95.658
2430.0,95.545
2432.0,95.744
2434.0,95.345
2436.0,95.569
2438.0,95.605
2440.0,95.587
2442.0,95.676
2444.0,95.658
2446.0,95.51
2448.0,95.421
2450.0,95.652
2452.0,95.513
2454.0,95.65
2456.0,95.71
2458.0,95.538
2460.0,95.373
2462.0,95.471
2464.0,95.628
2466.0,95.475
2468.0,95.688
2470.0,95.518
2472.0,95.532
2474.0,95.419
2476.0,95.498
2478.0,95.677
2480.0,95.462
2482.0,95.463
2484.0,95.396
2486.0,95.629
2488.0,95.284
2490.0,95.413
2492.0,95.647
2494.0,95.724
2496.0,95.477
2498.0,95.654
2500.0,95.212
2502.0,95.623
2504.0,95.553
2506.0,95.325
2508.0,95.242
2510.0,95.433
2512.0,95.547
2514.0,95.564
2516.0,95.525
2518.0,95.624
2520.0,95.613
2522.0,95.3
2524.0,95.45
2526.0,95.431
2528.0,95.662
2530.0,95.434
2532.0,95.658
2534.0,95.521
2536.0,95.859
2538.0,95.5
2540.0,95.508
2542.0,95.491
2544.0,95.53
2546.0,95.872
2548.0,95.432
2550.0,95.377
2552.0,95.478
2554.0,95.608
2556.0,95.359
2558.0,95.626
2560.0,95.621
2562.0,95.482
2564.0,95.469
2566.0,95.388
2568.0,95.465
2570.0,95.386
2572.0,95.692
2574.0,95.75
2576.0,95.463
2578.0,95.499
2580.0,95.221
2582.0,95.426
2584.0,95.556
2586.0,95.546
2588.0,95.523
2590.0,95.631
2592.0,95.518
2594.0,95.446
2596.0,95.744
2598.0,95.217
2600.0,95.331
2602.0,95.393
2604.0,95.394
2606.0,95.387
2608.0,95.469
2610.0,95.396
2612.0,95.494
2614.0,95.591
2616.0,95.506
2618.0,95.522
2620.0,95.362
2622.0,95.331
2624.0,95.458
2626.0,95.64
2628.0,95.557
2630.0,95.664
2632.0,95.649
2634.0,95.669
2636.0,95.38
2638.0,95.686
2640.0,95.614
2642.0,95.811
2644.0,95.589
2646.0,95.55
2648.0,95.482
2650.0,95.526
2652.0,95.254
2654.0,95.464
2656.0,95.495
2658.0,95.649
2660.0,95.403
2662.0,95.521
2664.0,95.773
2666.0,95.422
2668.0,95.627
2670.0,95.422
2672.0,95.486
2674.0,95.57
2676.0,95.633
2678.0,95.428
2680.0,95.349
2682.0,95.727
2684.0,95.529
2686.0,95.619
2688.0,95.637
2690.0,95.614
2692.0,95.462
2694.0,95.481
2696.0,95.27
2698.0,95.528
2700.0,95.431
2702.0,95.498
2704.0,95.779
2706.0,95.603
2708.0,95.509
2710.0,95.299
2712.0,95.609
2714.0,95.727
2716.0,95.379
2718.0,95.564
2720.0,95.425
2722.0,95.479
2724.0,95.447
2726.0,95.263
2728.0,95.425
2730.0,95.261
2732.0,95.706
2734.0,95.655
2736.0,95.508
2738.0,95.542
2740.0,95.51
2742.0,95.53
2744.0,95.53
2746.0,95.466
2748.0,95.476
2750.0,95.303
2752.0,95.353
2754.0,95.412
2756.0,95.532
2758.0,95.446
2760.0,95.782
2762.0,95.473
2764.0,95.449
2766.0,95.565
2768.0,95.653
2770.0,95.774
2772.0,95.645
2774.0,95.415
2776.0,95.476
2778.0,95.656
2780.0,95.54
2782.0,95.619
2784.0,95.491
2786.0,95.737
2788.0,95.715
2790.0,95.668
2792.0,95.525
2794.0,95.266
2796.0,95.304
2798.0,95.551
2800.0,95.599
2802.0,95.075
2804.0,95.433
2806.0,95.672
2808.0,95.643
2810.0,95.43
2812.0,95.597
2814.0,95.508
2816.0,95.471
2818.0,95.668
2820.0,95.671
2822.0,95.427
2824.0,95.365
2826.0,95.312
2828.0,95.295
2830.0,95.699
2832.0,95.779
2834.0,95.535
2836.0,95.659
2838.0,95.404
2840.0,95.494
2842.0,95.639
2844.0,95.551
2846.0,95.5
2848.0,95.261
2850.0,95.292
2852.0,95.444
2854.0,95.424
2856.0,95.494
2858.0,95.412
2860.0,95.473
2862.0,95.514
2864.0,95.58
2866.0,95.515
2868.0,95.425
2870.0,95.464
2872.0,95.637
2874.0,95.475
2876.0,95.363
2878.0,95.357
2880.0,95.546
2882.0,95.586
2884.0,95.683
2886.0,95.457
2888.0,95.705
2890.0,95.453
2892.0,95.47
2894.0,95.421
2896.0,95.58
2898.0,95.656
2900.0,95.499
2902.0,95.428
2904.0,95.272
2906.0,95.511
2908.0,95.423
2910.0,95.41
2912.0,95.284
2914.0,95.131
2916.0,94.986
2918.0,94.753
2920.0,94.234
2922.0,93.156
2924.0,91.791
2926.0,89.681
2928.0,86.906
2930.0,83.108
2932.0,78.994
2934.0,73.812
2936.0,68.341
2938.0,62.322
2940.0,56.961
2942.0,51.931
2944.0,48.085
2946.0,45.065
2948.0,43.368
2950.0,42.639
2952.0,43.362
2954.0,45.008
2956.0,48.126
2958.0,51.991
2960.0,56.803
2962.0,62.237
2964.0,67.75
2966.0,72.587
2968.0,76.767
2970.0,79.816
2972.0,80.79
2974.0,79.501
2976.0,76.575
2978.0,72.11
2980.0,66.663
2982.0,60.815
2984.0,55.636
2986.0,51.505
2988.0,49.059
2990.0,47.625
2992.0,48.758
2994.0,51.614
2996.0,55.569
2998.0,61.103
3000.0,67.642
3002.0,74.199
3004.0,80.152
3006.0,84.691
3008.0,88.596
3010.0,91.456
3012.0,93.152
3014.0,94.341
3016.0,94.916
3018.0,95.472
3020.0,95.366
3022.0,95.476
3024.0,95.493
3026.0,95.656
3028.0,95.339
3030.0,95.559
3032.0,95.391
3034.0,95.297
3036.0,95.676
3038.0,95.581
3040.0,95.708
3042.0,95.542
3044.0,95.599
3046.0,95.525
3048.0,95.588
3050.0,95.445
3052.0,95.754
3054.0,95.376
3056.0,95.755
3058.0,95.477
3060.0,95.633
3062.0,95.526
3064.0,95.572
3066.0,95.724
3068.0,95.528
3070.0,95.369
3072.0,95.542
3074.0,95.602
3076.0,95.148
3078.0,95.65
3080.0,95.667
3082.0,95.248
3084.0,95.485
3086.0,95.628
3088.0,95.337
3090.0,95.445
3092.0,95.457
3094.0,95.589
3096.0,95.671
3098.0,95.503
3100.0,95.517
3102.0,95.644
3104.0,95.587
3106.0,95.491
3108.0,95.703
3110.0,95.299
3112.0,95.53
3114.0,95.445
3116.0,95.433
3118.0,95.536
3120.0,95.513
3122.0,95.869
3124.0,95.602
3126.0,95.559
3128.0,95.75
3130.0,95.657
3132.0,95.232
3134.0,95.525
3136.0,95.617
3138.0,95.417
3140.0,95.55
3142.0,95.439
3144.0,95.562
3146.0,95.266
3148.0,95.218
3150.0,95.425
3152.0,95.539
3154.0,95.702
3156.0,95.464
3158.0,95.395
3160.0,95.641
3162.0,95.51
3164.0,95.772
3166.0,95.492
3168.0,95.217
3170.0,95.387
3172.0,95.363
3174.0,95.298
3176.0,95.389
3178.0,95.402
3180.0,95.462
3182.0,95.423
3184.0,95.564
3186.0,95.565
3188.0,95.53
3190.0,95.533
3192.0,95.224
3194.0,95.256
3196.0,95.373
3198.0,95.541
3200.0,95.286
3202.0,95.441
3204.0,95.54
3206.0,95.797
3208.0,95.542
3210.0,95.423
3212.0,95.665
3214.0,95.533
3216.0,95.458
3218.0,95.667
3220.0,95.366
3222.0,95.53
3224.0,95.513
3226.0,95.635
3228.0,95.331
3230.0,95.308
3232.0,95.443
3234.0,95.459
3236.0,95.506
3238.0,95.444
3240.0,95.564
3242.0,95.602
3244.0,95.532
3246.0,95.342
3248.0,95.67
3250.0,95.271
3252.0,95.468
3254.0,95.631
3256.0,95.407
3258.0,95.69
3260.0,95.783
3262.0,95.733
3264.0,95.563
3266.0,95.644
3268.0,95.422
3270.0,95.558
3272.0,95.566
3274.0,95.512
3276.0,95.521
3278.0,95.467
3280.0,95.206
3282.0,95.557
3284.0,95.545
3286.0,95.804
3288.0,95.604
3290.0,95.508
3292.0,95.628
3294.0,95.591
3296.0,95.495
3298.0,95.441
3300.0,95.279
3302.0,95.516
3304.0,95.74
3306.0,95.22
3308.0,95.356
3310.0,95.611
3312.0,95.527
3314.0,95.561
3316.0,95.221
3318.0,95.41
3320.0,95.573
3322.0,95.586
3324.0,95.542
3326.0,95.366
3328.0,95.579
3330.0,95.32
3332.0,95.358
3334.0,95.324
3336.0,95.713
3338.0,95.436
3340.0,95.506
3342.0,95.169
3344.0,95.661
3346.0,95.567
3348.0,95.251
3350.0,95.258
3352.0,95.746
3354.0,95.357
3356.0,95.773
3358.0,95.428
3360.0,95.126
3362.0,95.663
3364.0,95.573
3366.0,95.599
3368.0,95.421
3370.0,95.465
3372.0,95.641
3374.0,95.374
3376.0,95.203
3378.0,95.633
3380.0,95.404
3382.0,95.688
3384.0,95.425
3386.0,95.433
3388.0,95.459
3390.0,95.144
3392.0,95.673
3394.0,95.403
3396.0,95.468
3398.0,95.716
3400.0,95.514
3402.0,95.631
3404.0,95.547
3406.0,95.613
3408.0,95.539
3410.0,95.67
3412.0,95.466
3414.0,95.566
3416.0,95.391
3418.0,95.675
3420.0,95.17
3422.0,95.525
3424.0,95.551
3426.0,95.549
3428.0,95.496
3430.0,95.698
3432.0,95.814
3434.0,95.408
3436.0,95.211
3438.0,95.334
3440.0,95.376
3442.0,95.477
3444.0,95.489
3446.0,95.659
3448.0,95.433
3450.0,95.492
3452.0,95.514
3454.0,95.366
3456.0,95.45
3458.0,95.911
3460.0,95.483
3462.0,95.353
3464.0,95.171
3466.0,95.653
3468.0,95.449
3470.0,95.402
3472.0,95.864
3474.0,95.712
3476.0,95.24
3478.0,95.445
3480.0,95.647
3482.0,95.622
3484.0,95.33
3486.0,95.764
3488.0,95.775
3490.0,95.331
3492.0,95.232
3494.0,95.288
3496.0,95.597
3498.0,95.659
3500.0,95.524
3502.0,95.407
3504.0,95.483
3506.0,95.581
3508.0,95.314
3510.0,95.242
3512.0,95.483
3514.0,95.681
3516.0,95.525
3518.0,95.525
3520.0,95.395
3522.0,95.634
3524.0,95.24
3526.0,95.486
3528.0,95.407
3530.0,95.472
3532.0,95.356
3534.0,95.608
3536.0,95.484
3538.0,95.406
3540.0,95.571
3542.0,95.487
3544.0,95.417
3546.0,95.406
3548.0,95.611
3550.0,95.353
